"STASLIST","LOC","STA","STA2","STATION","NAME","LHOLD","HOLDCERT","NEARTOWN","COUNTY","STATE","REGION","LATITUDE","LONGITUDE","PRECISION","SOURCE","DATUM","DECLAT","DECLNG","NAD83","ELEV","STRATUM","BCR","HABITAT","D89","D90","D91","D92","D93","D94","D95","D96","D97","D98","D99","D00","D01","D02","D03","D04","D05","D06","Y07","D07","Y08","D08","Y09","D09","Y10","D10","Y11","D11","Y12","D12","Y13","D13","Y14","D14","Y15","D15","Y16","D16","Y17","D17","Y18","D18","HISTORY","YRSOP"
"14474 - NOLA - AIBS - Audubon Inst. Banding Sta","NOLA",14474,"14474U","AIBS","Audubon Inst. Banding Sta","DC","+","Meraux/Violet","Orleans","LA","4","29 53 07","-089 55 27","01S","GPS","NAD83",29.88528,-89.92417,"x",1,5,26,"lowland hardwood forest",,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"00-05",6
"14475 - AGFC - BELL - Bell Slough","AGFC",14475,"14475U","BELL","Bell Slough","S","+","Mayflower","Faulkner","AR","4","34 55 30","-092 24 00","01S","-","-",34.925,-92.4,"-",77,19,25,"bald cypress-swamp tupelo forest",,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"00-04",5
"14476 - STRI - NOEA - Stringfellow WMA","STRI",14476,"14476U","NOEA","Stringfellow WMA","S",,"Brazoria","Brazoria","TX","4","28 57 00","-095 51 00","01M","-","-",28.95,-95.85,"-",2,6,37,"oak-hackberry-green ash forest",,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"00-04",5
"14477 - CUMA - HBGR - Hackberry Grove","CUMA",14477,"14477U","HBGR","Hackberry Grove","S","+","Catarina","Dimmit","TX","4","28 18 44","-099 26 39","01S","GPS","NAD83",28.31222,-99.44417,"x",160,7,36,"hackberry/mesquite mixed brush",,,,,,,,,,,,"X","X","X","X","X","X","X",,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","00-06,08-18",18
"14478 - LACS - LAC1 - Lacassine NWR 1","LACS",14478,"14478U","LAC1","Lacassine NWR 1","IW","+","Lake Arthur","Jeff Davis","LA","4","29 58 26","-092 48 32","01S","-","-",29.97389,-92.80889,"-",2,6,37,"mixed harwood/freshwater marsh",,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"01-04",4
"14479 - PCRA - PGRS - Proving Grounds Res.Stat.","PCRA",14479,"14479S","PGRS","Proving Grounds Res.Stat.","P","+","Fordland","Webster","MO","4","37 12 15","-093 00 14","01S","Web - Google E.","NAD83",37.20417,-93.00389,"x",430,19,24,"fragmented oak-hickory riparian",,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"01-09",9
"14480 - AGFC - SRMS - Sulphur River WMA","AGFC",14480,"14480U","SRMS","Sulphur River WMA","S","+","Fouke","Miller","AR","4","33 10 00","-093 54 39","01S","-","-",33.16667,-93.91083,"-",62,4,25,"bottomland hardwood",,,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"01-05",5
"14481 - AGFC - LOUA - Lower Ouachita WMA","AGFC",14481,"14481U","LOUA","Lower Ouachita WMA","S","+","Crossett","Ashley","AR","4","33 03 00","-092 04 00","01M","-","-",33.05,-92.06667,"-",21,4,25,"sand prairie/bottomland hardwood",,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"01-04",4
"14482 - FTPO - BICR - Bird's Creek","FTPO",14482,"14463S","BICR","Bird's Creek","AF","+","Cravens","Vernon","LA","4","31 01 16","-093 03 23","01S","GPS","NAD83",31.02111,-93.05639,"x",29,4,25,"mixed harwood/long leaf riparian",,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"01-04",4
"14491 - HORN - CYFO - Cyprus Ford","HORN",14491,"14491U","CYFO","Cyprus Ford","P","+","Austin","Travis","TX","4","30 13 47","-097 39 15","01S","-","-",30.22972,-97.65417,"-",134,6,21,"cypress-willow riparian corridor",,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,"02-03",2
"14492 - ARBL - LITA - Little Tank","ARBL",14492,"14492U","LITA","Little Tank","P","+","Corpus Christi","Refugio","TX","4","28 23 02","-097 21 44","01S","-","-",28.38389,-97.36222,"-",77,6,37,"oak matt/pond/riparian corridor/field",,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,"02-13",12
"14493 - TENS - SHEL - Shelterwood Harvest","TENS",14493,"14493U","SHEL","Shelterwood Harvest","IW","+","Waverly","Madison","LA","4","32 18 40","-091 20 09","01S","Web - Google E","NAD83",32.31111,-91.33583,"x",22,5,26,"bottomland hardwood forest",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-08",15
"14494 - LEON - BRCE - Bradford Cemetery","LEON",14494,"14424S","BRCE","Bradford Cemetery","DA","+","Big Piney","Pulaski","MO","4","37 42 18","-092 07 01","01S","GPS -GPSMAP 76","NAD83",37.705,-92.11694,"x",317,19,24,"black walnut plantation",,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"03-09",7
"14495 - LEON - TIBO - Tilley Bottoms","LEON",14495,"14495U","TIBO","Tilley Bottoms","DA","+","Waynesville","Pulaski","MO","4","37 46 27","-092 12 14","01S","GPS -GPSMAP 76","NAD83",37.77417,-92.20389,"x",250,19,24,"oldfield/oak forest",,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"03-10",8
"14496 - BITH - BITH - Big Thicket National Pr.","BITH",14496,"14496U","BITH","Big Thicket National Pr.","IP","+","Kountze","Hardin","TX","4","30 27 48","-094 23 08","01S","GIS/aerial phot","NAD83",30.46333,-94.38556,"x",33,4,25,"mixed pine/hardwood with clearcut",,,,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,"05-07",3
"14502 - TENS - PAT4 - Comp.4, patch cut & Thin","TENS",14502,"14502S","PAT4","Comp.4, patch cut & Thin","IW","+","Waverly","Madison","LA","4","32 21 57","-091 25 50","01S","Web - Google E","NAD83",32.36583,-91.43056,"x",21,5,26,"oak-gum bottomland forest: 2000 harvest",,,,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"03-06",4
"14503 - TENS - THN4 - Comp.4, thinning Harvest","TENS",14503,"14502S","THN4","Comp.4, thinning Harvest","IW","+","Waverly","Madison","LA","4","32 22 19","-091 25 50","01S","Web - Google E","NAD83",32.37194,-91.43056,"x",21,5,26,"oak-gum bottomland forest: 2000 harvest",,,,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"03-06",4
"14504 - TENS - UNC4 - Comp.4,  unharv. control","TENS",14504,"14502S","UNC4","Comp.4,  unharv. control","IW","+","Waverly","Madison","LA","4","32 21 30","-091 25 50","01S","Web - Google E","NAD83",32.35833,-91.43056,"x",21,5,26,"oak-gum bottomland forest",,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"03-04",2
"14505 - TENS - PAT9 - Comp.9, patch cut & Thin","TENS",14505,"14419S","PAT9","Comp.9, patch cut & Thin","IW","+","Waverly","Madison","LA","4","32 21 44","-091 21 01","01S","Web - Google E","NAD83",32.36222,-91.35028,"x",21,5,26,"oak-gum bottomland forest: 2000 harvest",,,,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"03-06",4
"14506 - TENR - THN9 - Comp.9, thinning Harvest","TENR",14506,"14419S","THN9","Comp.9, thinning Harvest","IW","+","Waverly","Madison","LA","4","32 21 04","-091 21 01","01S","Web - Google E","NAD83",32.35111,-91.35028,"x",21,5,26,"oak-gum bottomland forest: 2000 harvest",,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","03-",20
"14507 - TENS - UNC9 - Comp.9,  unharv. control","TENS",14507,"14419S","UNC9","Comp.9,  unharv. control","IW","+","Waverly","Madison","LA","4","32 21 19","-091 21 00","01S","Web - Google E","NAD83",32.35528,-91.35,"x",21,5,26,"oak-gum bottomland forest",,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"03-04",2
"14508 - AGFC - CHOI - Choctaw Island WMA","AGFC",14508,"14508U","CHOI","Choctaw Island WMA","S","+","Arkansas City","Desha","AR","4","33 36 12","-091 10 40","01S","-","-",33.60333,-91.17778,"-",40,5,26,"Lower Miss. River batture",,,,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"03-06",4
"14509 - SWIF - DROP - Dropzone","SWIF",14509,"14437S","DROP","Dropzone","DG","+","Bastrop","Bastrop","TX","4","30 15 07","-097 16 21","01S","GPS -GPSMAP 76","NAD83",30.25194,-97.2725,"x",155,8,21,"mixed grassland/post oak woodland",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"04-09",6
"14510 - LDWF - SHW1 - Shelterwood 1","LDWF",14510,"14510U","SHW1","Shelterwood 1","S","+","Krotz Springs","Point Coupee","LA","4","30 30 18","-091 43 55","01S","-","-",30.505,-91.73194,"-",9,5,26,"bottomland hardwoods",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"04-14",11
"14511 - LDWF - SHW2 - Shelterwood 2","LDWF",14511,"14511U","SHW2","Shelterwood 2","S","+","Krotz Springs","Point Coupee","LA","4","30 29 57","-091 44 40","01S","-","-",30.49917,-91.74444,"-",8,5,26,"bottomland hardwoods",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"04-14",11
"14512 - AGFC - NFCP - Norfork Chapin Point","AGFC",14512,"14512U","NFCP","Norfork Chapin Point","DX","+","Mountain Home","Baxter","AR","4","36 25 21","-092 18 24","01S","-","NAD83",36.4225,-92.30667,"x",200,19,24,"upland hardwood/pine stand mix",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"04-08",5
"14513 - TENS - THIN - North 1/3 of Comp. 16","TENS",14513,"14513U","THIN","North 1/3 of Comp. 16","IW","+","Waverly","Madison","LA","4","32 19 51","-091 20 10","01S","Web - Google E","NAD83",32.33083,-91.33611,"x",21,5,26,"oak-gum bottomland hardwood forest",,,,,,"X","X","X","X","X",,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,"94-98,05-06",7
"14514 - TENS - SHOP - Forest Comp. 11, south","TENS",14514,"14419S","SHOP","Forest Comp. 11, south","IW","+","Waverly","Madison","LA","4","32 20 50","-091 19 46","01S","Web - Google E","NAD83",32.34722,-91.32944,"x",21,5,26,"oak-gum bottomland hardwood forest",,,,,,"X","X","X","X","X","X",,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,"94-99,05-07",9
"14515 - TENS - NOCU - Not cut, unmanaged forest","TENS",14515,"14515U","NOCU","Not cut, unmanaged forest","IW","+","Waverly","Madison","LA","4","32 19 17","-091 20 57","01S","Web - Google E","NAD83",32.32139,-91.34917,"x",21,5,26,"oak-gum bottomland for., unharvested res",,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-98",5
"14516 - FTSL - WCCR - West Cache Creek","FTSL",14516,"14516U","WCCR","West Cache Creek","DA","+","Lawton","Comanche","OK","4","34 39 02","-098 39 04","01S","-","-",34.65056,-98.65111,"-",340,54,19,"riparian woodland/mixed grass prairie",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,"X",,,,,,,,,,"X","X",,,,,,,"04-10,15",8
"14517 - FITL - BRAK - Cottonwood Brake stand","FITL",14517,"14517U","BRAK","Cottonwood Brake stand","P","+","Fitler","Issaquenna","MS","4","32 39 38","-091 02 24","01S","Web - Google E","NAD83",32.66056,-91.04,"x",21,5,26,"pulpwood managd coppiced cottonwd forest",,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-98",5
"14518 - FITL - LEVE - Cottonwood Levee stand","FITL",14518,"14518U","LEVE","Cottonwood Levee stand","P","+","Fitler","Issaquenna","MS","4","32 39 20","-091 04 08","01S","Web - Google E","NAD83",32.65556,-91.06889,"x",21,5,26,"pulpwood managed planted cottonwd forest",,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-97",4
"14519 - ARUN - ARUN - Arroyo Unit","ARUN",14519,"14519U","ARUN","Arroyo Unit","S","+","Rio Hondo","Cameron","TX","4","26 19 20","-097 30 51","01S","Web - Google E.","NAD83",26.32222,-97.51417,"x",5,7,37,"mixed thorn scrub w/ temporary wetland",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,"X",,,,,,,,,,,,,,,,,,"04-10",7
"14520 - LDWF - GSL1 - Group Select 1","LDWF",14520,"14520S","GSL1","Group Select 1","S","+","Krotz Springs","Point Coupee","LA","4","30 27 22","-091 42 57","01S","-","-",30.45611,-91.71583,"-",8,5,26,"bottomland hardwoods",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"05-14",10
"14521 - LDWF - GSL2 - Group Select 2","LDWF",14521,"14520S","GSL2","Group Select 2","S","+","Krotz Springs","Point Coupee","LA","4","30 26 50","-091 42 28","01S","-","-",30.44722,-91.70778,"-",8,5,26,"bottomland hardwoods",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"05-14",10
"14522 - LDWF - NAT1 - Natural Area 1","LDWF",14522,"14520S","NAT1","Natural Area 1","S","+","Krotz Springs","Point Coupee","LA","4","30 28 06","-091 44 02","01S","-","-",30.46833,-91.73389,"-",8,5,26,"bottomland hardwoods",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"05-14",10
"14523 - LDWF - NAT2 - Natural Area 2","LDWF",14523,"14520S","NAT2","Natural Area 2","S","+","Krotz Springs","Point Coupee","LA","4","30 27 43","-091 43 33","01S","-","-",30.46194,-91.72583,"-",6,5,26,"bottomland hardwoods",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"05-14",10
"14524 - FTPO - LA10 - LA10","FTPO",14524,"14524U","LA10","LA10","DA","+","Leesville","Vernon","LA","4","31 01 48","-093 11 25","01S","GPS","NAD83",31.03,-93.19028,"x",92,4,25,"longleaf&loblolly/hardw&honeysuck. under",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"05-09",5
"14525 - LDWF - ANWR - Atchafalaya NWR","LDWF",14525,"14525U","ANWR","Atchafalaya NWR","IW","+","Krotz Springs","St. Martin","LA","4","-","-","-","-","-",99.99999,999.99999,"-",9999,5,26,"bottomland hardwood forest",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X",,,"X","X","X","X","X","X",,,,,,,,,"04-10,12-14",10
"14526 - MWMA - WND1 - Windmill #1","MWMA",14526,"14526U","WND1","Windmill #1","S","+","Paducah","Cottle","TX","4","34 09 30","-100 20 24","01S","Arc GIS","NAD83",34.15833,-100.34,"x",553,54,19,"mequite woodland",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","05-",18
"14527 - LDWF - KATR - Pearl River","LDWF",14527,"14527U","KATR","Pearl River","S","+","Pearl River","St. Tammany","LA","4","30 18 55","-089 39 48","01S","SONRIS","NAD83",30.31528,-89.66333,"x",1,5,27,"bottomland hardwood",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,"07-16",10
"14528 - TENS - TEWO - TENS WOOD","TENS",14528,"14528U","TEWO","TENS WOOD","IW","+","Waverly","Madison","LA","4","32 20 16","-091 23 32","01S","Web - Google E","NAD83",32.33778,-91.39222,"x",22,5,26,"bottomland hardwood forest",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,"05",1
"14529 - AGFC - TWBA - Two Bayou Creek WMA","AGFC",14529,"14529U","TWBA","Two Bayou Creek WMA","S","+","Camden","Ouachita","AR","4","33 33 16","-092 48 30","01S","Web - topozone","NAD83",33.55444,-92.80833,"x",25,4,25,"bottomland hardwood with mixed pines",,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,"05-06",2
"14530 - AGFC - REGR - Grandview WMA","AGFC",14530,"14530U","REGR","Grandview WMA","S","+","Columbus","Hempstead","AR","4","-","-","-","-","-",99.99999,999.99999,"-",80,4,25,"blackland prairie/riparian woodland",,,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,"06",1
"14531 - SNWR - REEV - Reeves Slough","SNWR",14531,"14457S","REEV","Reeves Slough","IW","+","Vian","Sequoyah","OK","4","35 26 25","-095 00 53","01S","GPS","NAD83",35.44028,-95.01472,"x",143,33,25,"early suc. bottomland hardwood/riparian",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","07-18,20-",15
"14532 - DWMA - DWMA - Daughtrey WMA","DWMA",14532,"14532U","DWMA","Daughtrey WMA","IR","+","Tilden","McMullen","TX","4","28 31 26","-098 27 07","01S","ARCGIS","NAD83",28.52389,-98.45194,"x",70,7,36,"riparian/mixed woodland",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,"X","X",,,"07-14,17",9
"14533 - WELD - MEPA - Mesquite Prairie (S.Gate)","WELD",14533,"14533S","MEPA","Mesquite Prairie (S.Gate)","P","+","Sinton","San Patricio","TX","4","28 06 06","-097 22 52","01S","GPS","NAD83",28.10167,-97.38111,"x",14,6,37,"mesquite-chaparral scrubland",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","07-19",13
"14534 - WELD - HACK - Hackberry","WELD",14534,"14533S","HACK","Hackberry","P","+","Sinton","San Patricio","TX","4","28 06 53","-097 24 21","01S","GPS","NAD83",28.11472,-97.40583,"x",14,6,37,"mesquite-chaparral scrubland",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"07-09,21-",5
"14535 - LEON - PRPR - Proffitt's Prairie","LEON",14535,"14535U","PRPR","Proffitt's Prairie","DA","+","Big Piney","Pulaski","MO","4","37 40 32","-092 10 59","01S","GPS -GPSMAP 76","NAD83",37.67556,-92.18306,"x",334,19,24,"open oak woodland/savannah",,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,"10",1
"14536 - BBLN - BBLN - Black Bayou Lake","BBLN",14536,"14536S","BBLN","Black Bayou Lake","IW","+","Monroe","Ouachita","LA","4","32 37 23","-092 01 39","01S","Arc GIS","NAD83",32.62306,-92.0275,"x",27,5,26,"mixed loblolly pine-hardwood forest",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,"10-14",5
"14537 - PCRA - HSRS - Homestead Springs Res Sta","PCRA",14537,"14479S","HSRS","Homestead Springs Res Sta","P","+","Fordland","Webster","MO","4","37 11 51","-092 59 38","01S","Web - Google E.","NAD83",37.1975,-92.99389,"x",417,19,24,"oak-hickory rip. corridor/glade/upl wood",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"10-17",8
"14538 - BSFS - LKRD - Bull Shoals Field Station","BSFS",14538,"14538U","LKRD","Bull Shoals Field Station","S","+","Kirbyville","Taney","MO","4","36 34 19","-093 03 26","01S","Web - Google E.","NAD83",36.57194,-93.05722,"x",224,19,24,"mixed oak-hickory woodland along lake",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10-",13
"14539 - SCR1 - SCR1 - South Concho River","SCR1",14539,"14539U","SCR1","South Concho River","P","+","Christoval","Tom Green","TX","4","31 10 00","-100 30 13","01S","GPS","NAD83",31.16667,-100.50361,"x",624,53,19,"pecan-oak riparian corridor",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,"11-13",3
"14540 - HILO - GRPR - Grandfather Prairie","HILO",14540,"14540U","GRPR","Grandfather Prairie","S","+","Sedalia","Pettis","MO","4","38 33 58","-093 18 18","01S","GPS","NAD83",38.56611,-93.305,"x",281,33,24,"restored tallgrass prairie/drainages",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,"11-15",5
"14541 - HILO - IORI - Iohia Ridge","HILO",14541,"14541S","IORI","Iohia Ridge","S","+","Cole Camp","Benton","MO","4","38 31 40","-093 17 02","01S","GPS","NAD83",38.52778,-93.28389,"x",300,33,24,"restored tallgrass prairie/drainages",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,"11",1
"14542 - HILO - PAPR - Paint Brush Prairie","HILO",14542,"14542U","PAPR","Paint Brush Prairie","S","+","Sedalia","Pettis","MO","4","38 33 05","-093 15 40","01S","GPS","NAD83",38.55139,-93.26111,"x",300,33,24,"restored tallgrass prairie/drainages",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,"11-15",5
"14543 - RRNR - YATS - Bayou Pierre-Yates","RRNR",14543,"14543U","YATS","Bayou Pierre-Yates","IW","+","Armistead","Red River","LA","4","32 07 00","-093 28 09","01S","GPS","NAD83",32.11667,-93.46917,"x",41,4,25,"open grassld; rice fields in restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,"11-15",5
"14544 - RRNR - LOWC - Lower Cane Unit of RR NWR","RRNR",14544,"14544U","LOWC","Lower Cane Unit of RR NWR","IW","+","Cloutierville","Natchitoches","LA","4","31 35 37","-092 49 27","01S","GPS","NAD83",31.59361,-92.82417,"x",50,4,25,"rice fields converted to bottomlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,"12-14",3
"14545 - FTPO - WHCH - Whiskey Chitto","FTPO",14545,"14545U","WHCH","Whiskey Chitto","DA","+","Leesville","Rapides","LA","4","31 06 02","-093 08 29","01S","GPS","NAD83",31.10056,-93.14139,"x",30,4,25,"longleaf pine, mixed shrubs, hardwood",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,"11-15",5
"14546 - NOXB - NOXB - Noxubee","NOXB",14546,"14546U","NOXB","Noxubee","S","+","Brooksville","Noxubee","MS","4","33 16 12","-088 46 09","01S","Web - Google E.","NAD83",33.27,-88.76917,"x",72,4,27,"bottomland hardwood/pine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","13-",10
"14547 - HILO - IONA - Iohia Ridge","HILO",14547,"14541S","IONA","Iohia Ridge","S","+","Cole Camp","Benton","MO","4","38 31 23","-093 16 48","01S","GPS","NAD83",38.52306,-93.28,"x",300,33,24,"remnant tallgrass prairie/warm-season gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,"12-15",4
"14548 - BBLN - REFS - Reforestation Site","BBLN",14548,"14536S","REFS","Reforestation Site","IW","+","Monroe","Ouachita","LA","4","32 37 30","-092 02 05","01S","Arc Map 10.1","NAD83",32.625,-92.03472,"x",26,5,26,"mixed pine hardwd - 15yr old restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","15-18",4
"14549 - CBCO - KULA - CBC Kurth Lake","CBCO",14549,"14549U","KULA","CBC Kurth Lake","P","+","Montgomery","Montgomery","TX","4","30 18 31","-095 41 15","01S","Web - Google E.","NAD83",30.30861,-95.6875,"x",80,3,25,"Riparian floodplain mixed hardwood/pine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","15-",8
"14550 - CBCO - LCRK - CBC Lake Creek","CBCO",14550,"14550U","LCRK","CBC Lake Creek","P","+","Montgomery","Montgomery","TX","4","30 16 01","-095 41 04","01S","Web - Google E.","NAD83",30.26694,-95.68444,"x",53,3,25,"Riparian floodplain mixed hardwood/pine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","15-",8
"14551 - GRSP - GRSP - Guadalupe River State Pk","GRSP",14551,"14551U","GRSP","Guadalupe River State Pk","S","+","Spring Branch","Comal","TX","4","29 50 56","-098 30 10","01S","Web - Google E.","NAD83",29.84889,-98.50278,"x",386,53,20,"restored savannah with live & shin oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X",,,"X","X","X",,"?",,"13-14,16-20",7
"14552 - HWTM - HWTM - Hardwood Tree Museum","HWTM",14552,"14552U","HWTM","Hardwood Tree Museum","P","+","Barling","Sebastian","AR","4","35 18 28","-094 20 08","01S","GPS","NAD83",35.30778,-94.33556,"x",140,19,25,"mixed woods/stream wetlands in suburb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"14553 - FTPO - BCLR - Birds Creek on Lookout Rd","FTPO",14553,"14463S","BCLR","Birds Creek on Lookout Rd","DA","+","Leesville","Verson","LA","4","31 01 09","-093 03 28","01S","GPS","NAD83",31.01917,-93.05778,"x",77,4,25,"riparian and mixed pine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-19,21-",4
"15501 - MOOS - HUBB - Hubbard Brook","MOOS",15501,"15501U","HUBB","Hubbard Brook","AF","+","West Thornton","Grafton","NH","5","43 57 00","-071 43 00","01M","-","-",43.95,-71.71667,"-",9999,28,14,"northern hardwood forest","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89-92",4
"15502 - MOOS - MOOS - Mount Moosilauke","MOOS",15502,"15502U","MOOS","Mount Moosilauke","AF","+","North Woodstock","Grafton","NH","5","44 00 00","-071 45 00","01M","-","-",44,-71.75,"-",550,28,14,"northern hardwood forest","X","X",,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89-90,93-94",4
"15504 - HOPE - FL-- - Hopewell","HOPE",15504,"15504U","FL--","Hopewell","C","+","Hopewell","Mercer","NJ","5","40 24 47","-074 46 19","01S","GPS","NAD83",40.41306,-74.77194,"x",130,10,29,"oldfield/edge/second-growth woods",,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","90-",33
